actor_1_name,actor_2_name,actor_3_name,director_name,genres,plot_keywords,movie_title,comb
Leonardo DiCaprio,Djimon Hounsou,Stephen Collins,Edward Zwick,Adventure|Drama|Thriller,diamond|elephant|fisherman|rebel|sierra leone,blood diamond,Leonardo DiCaprio Djimon Hounsou Stephen Collins Edward Zwick Adventure|Drama|Thriller diamond|elephant|fisherman|rebel|sierra leone
Leonardo DiCaprio,Matthew McConaughey,Jon Favreau,Martin Scorsese,Biography|Comedy|Crime|Drama,based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker,the wolf of wall street,Leonardo DiCaprio Matthew McConaughey Jon Favreau Martin Scorsese Biography|Comedy|Crime|Drama based on true story|fellatio|female rear nudity|sex in an airplane|stockbroker
Michael Gough,Rene Auberjonois,Debi Mazar,Joel Schumacher,Action|Adventure|Fantasy,love|necktie|partner|rock music|tuxedo,batman forever,Michael Gough Rene Auberjonois Debi Mazar Joel Schumacher Action|Adventure|Fantasy love|necktie|partner|rock music|tuxedo
Jake Busey,Patrick Muldoon,Seth Gilliam,Paul Verhoeven,Action|Sci-Fi|War,alien|federation|future|military|planet,starship troopers,Jake Busey Patrick Muldoon Seth Gilliam Paul Verhoeven Action|Sci-Fi|War alien|federation|future|military|planet
Tom Hanks,Jim Sturgess,Jim Broadbent,Tom Tykwer,Drama|Sci-Fi,composer|future|letter|nonlinear timeline|nursing home,cloud atlas,Tom Hanks Jim Sturgess Jim Broadbent Tom Tykwer Drama|Sci-Fi composer|future|letter|nonlinear timeline|nursing home
Abbie Cornish,Richard Roxburgh,Anthony LaPaglia,Zack Snyder,Action|Adventure|Animation|Family|Fantasy,barn owl|escape|owl|ruler|soldier,legend of the guardians: the owls of ga'hoole,Abbie Cornish Richard Roxburgh Anthony LaPaglia Zack Snyder Action|Adventure|Animation|Family|Fantasy barn owl|escape|owl|ruler|soldier
Frances Conroy,Christopher Heyerdahl,Alex Borstein,Pitof,Action|Crime|Fantasy|Romance|Thriller,based on cult comic book|bechdel test passed|cat|detective|radical transformation,catwoman,Frances Conroy Christopher Heyerdahl Alex Borstein Pitof Action|Crime|Fantasy|Romance|Thriller based on cult comic book|bechdel test passed|cat|detective|radical transformation
Dwayne Johnson,Rufus Sewell,Ingrid Bolsø Berdal,Brett Ratner,Action|Adventure,army|greek mythology|hercules|king|mercenary,hercules,Dwayne Johnson Rufus Sewell Ingrid Bolsø Berdal Brett Ratner Action|Adventure army|greek mythology|hercules|king|mercenary
Joseph Gordon-Levitt,Martin Short,Michael Wincott,Ron Clements,Adventure|Animation|Family|Sci-Fi,alien|cyborg|pirate|planet|treasure,treasure planet,Joseph Gordon-Levitt Martin Short Michael Wincott Ron Clements Adventure|Animation|Family|Sci-Fi alien|cyborg|pirate|planet|treasure
Will Ferrell,Anna Friel,Bobb'e J. Thompson,Brad Silberling,Adventure|Comedy|Sci-Fi,human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex,land of the lost,Will Ferrell Anna Friel Bobb'e J. Thompson Brad Silberling Adventure|Comedy|Sci-Fi human versus dinosaur|lizard|primate|time travel|tyrannosaurus rex
Jason Statham,Sylvester Stallone,Harrison Ford,Patrick Hughes,Action|Adventure|Thriller,battle|fight|mission|pg 13 sequel to r rated franchise|rescue,the expendables 3,Jason Statham Sylvester Stallone Harrison Ford Patrick Hughes Action|Adventure|Thriller battle|fight|mission|pg 13 sequel to r rated franchise|rescue
Ray Winstone,Edgar Ramírez,Delroy Lindo,Ericson Core,Action|Crime|Sport|Thriller,athlete|extreme sports|fbi|fbi agent|heist,point break,Ray Winstone Edgar Ramírez Delroy Lindo Ericson Core Action|Crime|Sport|Thriller athlete|extreme sports|fbi|fbi agent|heist
Jamie Kennedy,Traylor Howard,Ben Stein,Lawrence Guterman,Comedy|Family|Fantasy,baby|cartoon on tv|cartoonist|dog|mask,son of the mask,Jamie Kennedy Traylor Howard Ben Stein Lawrence Guterman Comedy|Family|Fantasy baby|cartoon on tv|cartoonist|dog|mask
Chris Hemsworth,Benjamin Walker,Frank Dillane,Ron Howard,Action|Adventure|Biography|Drama|History|Thriller,emaciation|ship|starvation|vomiting|whale,in the heart of the sea,Chris Hemsworth Benjamin Walker Frank Dillane Ron Howard Action|Adventure|Biography|Drama|History|Thriller emaciation|ship|starvation|vomiting|whale
Rosario Dawson,Randy Quaid,Burt Young,Ron Underwood,Action|Comedy|Sci-Fi,casino|future|laser gun|moon|nightclub,the adventures of pluto nash,Rosario Dawson Randy Quaid Burt Young Ron Underwood Action|Comedy|Sci-Fi casino|future|laser gun|moon|nightclub
Matt Damon,Sean Huze,Igal Naor,Paul Greengrass,Action|Drama|Thriller|War,cia|iraq|iraqi|political military conspiracy|weapon of mass destruction,green zone,Matt Damon Sean Huze Igal Naor Paul Greengrass Action|Drama|Thriller|War cia|iraq|iraqi|political military conspiracy|weapon of mass destruction
Francesca Capaldi,Venus Schultheis,Bill Melendez,Steve Martino,Adventure|Animation|Comedy|Family,dog|girl|imagination|peanuts|red hair,the peanuts movie,Francesca Capaldi Venus Schultheis Bill Melendez Steve Martino Adventure|Animation|Comedy|Family dog|girl|imagination|peanuts|red hair
Ben Gazzara,Felicity Huffman,Campbell Scott,David Mamet,Drama|Mystery|Thriller,brother sister relationship|extradition|fbi|japanese tourist|secret,the spanish prisoner,Ben Gazzara Felicity Huffman Campbell Scott David Mamet Drama|Mystery|Thriller brother sister relationship|extradition|fbi|japanese tourist|secret
Dwayne Johnson,Brendan Fraser,Patricia Velasquez,Stephen Sommers,Action|Adventure|Fantasy|Thriller,ancient egypt|bracelet|king|scorpion|son,the mummy returns,Dwayne Johnson Brendan Fraser Patricia Velasquez Stephen Sommers Action|Adventure|Fantasy|Thriller ancient egypt|bracelet|king|scorpion|son
Leonardo DiCaprio,Liam Neeson,Jim Broadbent,Martin Scorsese,Crime|Drama,butcher|civil war|gangster|new york city|revenge,gangs of new york,Leonardo DiCaprio Liam Neeson Jim Broadbent Martin Scorsese Crime|Drama butcher|civil war|gangster|new york city|revenge
Christian Bale,Ni Ni,Shigeo Kobayashi,Yimou Zhang,Drama|History|Romance|War,abusive stepfather|attempted rape|food shortage|sexual abuse|starving child,the flowers of war,Christian Bale Ni Ni Shigeo Kobayashi Yimou Zhang Drama|History|Romance|War abusive stepfather|attempted rape|food shortage|sexual abuse|starving child
Jeff Bridges,Zooey Deschanel,Jon Heder,Ash Brannon,Animation|Comedy|Family|Sport,chicken|competition|island|penguin|surfing,surf's up,Jeff Bridges Zooey Deschanel Jon Heder Ash Brannon Animation|Comedy|Family|Sport chicken|competition|island|penguin|surfing
Jon Lovitz,Matthew Broderick,Roger Bart,Frank Oz,Comedy|Sci-Fi|Thriller,community|connecticut|fem bot|tv producer|writer,the stepford wives,Jon Lovitz Matthew Broderick Roger Bart Frank Oz Comedy|Sci-Fi|Thriller community|connecticut|fem bot|tv producer|writer
Ioan Gruffudd,Sam Shepard,Ewen Bremner,Ridley Scott,Drama|History|War,army|helicopter|somali|somalia|warlord,black hawk down,Ioan Gruffudd Sam Shepard Ewen Bremner Ridley Scott Drama|History|War army|helicopter|somali|somalia|warlord
Will Ferrell,Thomas Middleditch,Katherine LaNasa,Jay Roach,Comedy,campaigning|congressman|north carolina|title at the end|u.s. congressman,the campaign,Will Ferrell Thomas Middleditch Katherine LaNasa Jay Roach Comedy campaigning|congressman|north carolina|title at the end|u.s. congressman
Milla Jovovich,Bruce Willis,Gary Oldman,Luc Besson,Action|Adventure|Sci-Fi,1910s|alien|artificially created woman|love|taxi driver,the fifth element,Milla Jovovich Bruce Willis Gary Oldman Luc Besson Action|Adventure|Sci-Fi 1910s|alien|artificially created woman|love|taxi driver
Chris Noth,Liza Minnelli,Kristin Davis,Michael Patrick King,Comedy|Drama|Romance,abu dhabi|box office hit|muslim|nanny|united arab emirates,sex and the city 2,Chris Noth Liza Minnelli Kristin Davis Michael Patrick King Comedy|Drama|Romance abu dhabi|box office hit|muslim|nanny|united arab emirates
Frank Welker,Rosie Perez,Elton John,Bibo Bergeron,Adventure|Animation|Comedy|Family|Romance,adventurer|el dorado|gold|high priest|implied sex,the road to el dorado,Frank Welker Rosie Perez Elton John Bibo Bergeron Adventure|Animation|Comedy|Family|Romance adventurer|el dorado|gold|high priest|implied sex
Peter Dinklage,Josh Gad,Drake,Steve Martino,Adventure|Animation|Comedy|Family,acorn|herd|iceberg|ocean|pirate,ice age: continental drift,Peter Dinklage Josh Gad Drake Steve Martino Adventure|Animation|Comedy|Family acorn|herd|iceberg|ocean|pirate
Hayley Atwell,Derek Jacobi,Lily James,Kenneth Branagh,Drama|Family|Fantasy|Romance,dress|duke|fairy godmother|fairy tale|pumpkin,cinderella,Hayley Atwell Derek Jacobi Lily James Kenneth Branagh Drama|Family|Fantasy|Romance dress|duke|fairy godmother|fairy tale|pumpkin
Michael Imperioli,AJ Michalka,Tom McCarthy,Peter Jackson,Drama|Fantasy|Thriller,1970s|afterlife|heaven|pedophile|rape,the lovely bones,Michael Imperioli AJ Michalka Tom McCarthy Peter Jackson Drama|Fantasy|Thriller 1970s|afterlife|heaven|pedophile|rape
Alexander Gould,Stephen Root,Brad Garrett,Andrew Stanton,Adventure|Animation|Comedy|Family,great barrier reef|protective father|separation from family|shark|short term memory loss,finding nemo,Alexander Gould Stephen Root Brad Garrett Andrew Stanton Adventure|Animation|Comedy|Family great barrier reef|protective father|separation from family|shark|short term memory loss
Orlando Bloom,Billy Boyd,Bernard Hill,Peter Jackson,Action|Adventure|Drama|Fantasy,battle|epic|king|orc|ring,the lord of the rings: the return of the king,Orlando Bloom Billy Boyd Bernard Hill Peter Jackson Action|Adventure|Drama|Fantasy battle|epic|king|orc|ring
Christopher Lee,Orlando Bloom,Billy Boyd,Peter Jackson,Action|Adventure|Drama|Fantasy,epic|evil wizard|middle earth|ring|wizard,the lord of the rings: the two towers,Christopher Lee Orlando Bloom Billy Boyd Peter Jackson Action|Adventure|Drama|Fantasy epic|evil wizard|middle earth|ring|wizard
Jeff Bridges,Djimon Hounsou,Olivia Williams,Sergey Bodrov,Action|Adventure|Fantasy,apprentice|demon|exorcism|master apprentice relationship|witch,seventh son,Jeff Bridges Djimon Hounsou Olivia Williams Sergey Bodrov Action|Adventure|Fantasy apprentice|demon|exorcism|master apprentice relationship|witch
Angelina Jolie Pitt,Noah Taylor,Chris Barrie,Simon West,Action|Adventure|Fantasy|Thriller,illuminati|planetary alignment|time|tomb|tomb raider,lara croft: tomb raider,Angelina Jolie Pitt Noah Taylor Chris Barrie Simon West Action|Adventure|Fantasy|Thriller illuminati|planetary alignment|time|tomb|tomb raider
Johnny Depp,Morgan Freeman,Clifton Collins Jr.,Wally Pfister,Drama|Mystery|Romance|Sci-Fi|Thriller,artificial intelligence|consciousness|power outage|scientist|technology,transcendence,Johnny Depp Morgan Freeman Clifton Collins Jr. Wally Pfister Drama|Mystery|Romance|Sci-Fi|Thriller artificial intelligence|consciousness|power outage|scientist|technology
Michael Jeter,Trevor Morgan,Alessandro Nivola,Joe Johnston,Action|Adventure|Sci-Fi|Thriller,dinosaur|island|jurassic park|paleontologist|search,jurassic park iii,Michael Jeter Trevor Morgan Alessandro Nivola Joe Johnston Action|Adventure|Sci-Fi|Thriller dinosaur|island|jurassic park|paleontologist|search
James Franco,David Oyelowo,Tyler Labine,Rupert Wyatt,Action|Drama|Sci-Fi|Thriller,alzheimer's disease|ape|chimpanzee|fire|when animals attack,rise of the planet of the apes,James Franco David Oyelowo Tyler Labine Rupert Wyatt Action|Drama|Sci-Fi|Thriller alzheimer's disease|ape|chimpanzee|fire|when animals attack
Martin Short,Tod Fennell,Joan Plowright,Mark Waters,Adventure|Family|Fantasy,actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature,the spiderwick chronicles,Martin Short Tod Fennell Joan Plowright Mark Waters Adventure|Family|Fantasy actor playing multiple roles|brownie the creature|closing credits sequence|family relationships|magical creature
Bruce Willis,Cole Hauser,Megalyn Echikunwoke,John Moore,Action|Thriller,bomb|cia|courthouse|escape|russian,a good day to die hard,Bruce Willis Cole Hauser Megalyn Echikunwoke John Moore Action|Thriller bomb|cia|courthouse|escape|russian
Dennis Quaid,Marc Blucas,Jordi Mollà,John Lee Hancock,Drama|History|War|Western,army|dictator|general|texan|texas,the alamo,Dennis Quaid Marc Blucas Jordi Mollà John Lee Hancock Drama|History|War|Western army|dictator|general|texan|texas
Holly Hunter,Craig T. Nelson,Lou Romano,Brad Bird,Action|Adventure|Animation|Family,hero|island|lawsuit|secret|superhero,the incredibles,Holly Hunter Craig T. Nelson Lou Romano Brad Bird Action|Adventure|Animation|Family hero|island|lawsuit|secret|superhero
Christopher Masterson,Frank Langella,Matthew Modine,Renny Harlin,Action|Adventure|Comedy,latin|pirate|pirate ship|treasure|treasure map,cutthroat island,Christopher Masterson Frank Langella Matthew Modine Renny Harlin Action|Adventure|Comedy latin|pirate|pirate ship|treasure|treasure map
Logan Lerman,Rosario Dawson,Steve Coogan,Chris Columbus,Adventure|Family|Fantasy,greek|lightning|lightning bolt|poseidon|teenager,percy jackson & the olympians: the lightning thief,Logan Lerman Rosario Dawson Steve Coogan Chris Columbus Adventure|Family|Fantasy greek|lightning|lightning bolt|poseidon|teenager
Will Smith,Rip Torn,Linda Fiorentino,Barry Sonnenfeld,Adventure|Comedy|Family|Mystery|Sci-Fi,alien|box office hit|flying saucer|laser gun|wisecrack humor,men in black,Will Smith Rip Torn Linda Fiorentino Barry Sonnenfeld Adventure|Comedy|Family|Mystery|Sci-Fi alien|box office hit|flying saucer|laser gun|wisecrack humor
Tom Hanks,John Ratzenberger,Wayne Knight,John Lasseter,Adventure|Animation|Comedy|Family|Fantasy,collector|dog|friend|rescue|toy,toy story 2,Tom Hanks John Ratzenberger Wayne Knight John Lasseter Adventure|Animation|Comedy|Family|Fantasy collector|dog|friend|rescue|toy
Denzel Washington,Rosario Dawson,Ethan Suplee,Tony Scott,Action|Thriller,freight train|race against time|runaway train|train|train engineer,unstoppable,Denzel Washington Rosario Dawson Ethan Suplee Tony Scott Action|Thriller freight train|race against time|runaway train|train|train engineer
Mei Melançon,John Lone,Harris Yulin,Brett Ratner,Action|Comedy|Crime|Thriller,boat|gang|hong kong|triad|vacation,rush hour 2,Mei Melançon John Lone Harris Yulin Brett Ratner Action|Comedy|Crime|Thriller boat|gang|hong kong|triad|vacation
Harrison Ford,Amber Valletta,Miranda Otto,Robert Zemeckis,Drama|Fantasy|Horror|Mystery|Thriller,ghost|haunted house|research|secret|vermont,what lies beneath,Harrison Ford Amber Valletta Miranda Otto Robert Zemeckis Drama|Fantasy|Horror|Mystery|Thriller ghost|haunted house|research|secret|vermont
Will Forte,Bobb'e J. Thompson,Al Roker,Phil Lord,Animation|Comedy|Family|Sci-Fi,food|giant food|mayor|sardine|weather,cloudy with a chance of meatballs,Will Forte Bobb'e J. Thompson Al Roker Phil Lord Animation|Comedy|Family|Sci-Fi food|giant food|mayor|sardine|weather
Denis Leary,Maile Flanagan,Kelly Keaton,Carlos Saldanha,Action|Adventure|Animation|Comedy|Family,egg|lost world|rescue|squirrel|weasel,ice age: dawn of the dinosaurs,Denis Leary Maile Flanagan Kelly Keaton Carlos Saldanha Action|Adventure|Animation|Comedy|Family egg|lost world|rescue|squirrel|weasel
Adam Scott,Adrian Martinez,Joey Slotnick,Ben Stiller,Adventure|Comedy|Drama|Fantasy|Romance,daydream|life magazine|magazine|photographer|snow leopard,the secret life of walter mitty,Adam Scott Adrian Martinez Joey Slotnick Ben Stiller Adventure|Comedy|Drama|Fantasy|Romance daydream|life magazine|magazine|photographer|snow leopard
Bill Murray,LL Cool J,Kelly Lynch,McG,Action|Adventure|Comedy|Crime|Thriller,booty shake|box office hit|duct tape over mouth|first part|martial arts,charlie's angels,Bill Murray LL Cool J Kelly Lynch McG Action|Adventure|Comedy|Crime|Thriller booty shake|box office hit|duct tape over mouth|first part|martial arts
Leonardo DiCaprio,Matt Damon,Ray Winstone,Martin Scorsese,Crime|Drama|Thriller,boston|mole|police|undercover|undercover cop,the departed,Leonardo DiCaprio Matt Damon Ray Winstone Martin Scorsese Crime|Drama|Thriller boston|mole|police|undercover|undercover cop
Ming-Na Wen,Harvey Fierstein,June Foray,Tony Bancroft,Adventure|Animation|Family|Fantasy|Musical|War,based on poem|based on true story|china|one word title|the huns,mulan,Ming-Na Wen Harvey Fierstein June Foray Tony Bancroft Adventure|Animation|Family|Fantasy|Musical|War based on poem|based on true story|china|one word title|the huns
Robert Downey Jr.,Steve Coogan,Brandon T. Jackson,Ben Stiller,Action|Comedy,film director|parody|spoof|vietnam|written and directed by cast member,tropic thunder,Robert Downey Jr. Steve Coogan Brandon T. Jackson Ben Stiller Action|Comedy film director|parody|spoof|vietnam|written and directed by cast member
Robin Wright,Goran Visnjic,Joely Richardson,David Fincher,Crime|Drama|Mystery|Thriller,computer hacker|hacker|investigation|journalist|punk,the girl with the dragon tattoo,Robin Wright Goran Visnjic Joely Richardson David Fincher Crime|Drama|Mystery|Thriller computer hacker|hacker|investigation|journalist|punk
